word,count,pos,neg
wellcook,381,238,49
ww,105,48,36
gastonia,352,257,55
snooti,967,494,316
standpoint,317,154,85
friggin,921,596,216
dcevant,117,19,57
ikura,520,365,77
villag,4372,2836,804
augment,109,71,17
plural,143,72,50
werent,1258,459,504
tread,111,64,27
vancouv,1036,661,156
tortur,432,195,171
specul,152,55,70
tp,170,61,71
cock,160,86,55
shower,2557,1226,900
fromag,659,464,75
fanden,175,111,31
evok,209,144,31
bekam,195,52,93
hob,285,171,71
resturaunt,232,135,77
offal,179,129,16
divorc,133,75,38
horseradish,3461,2440,457
bi,2468,1435,548
plaster,444,235,118
yung,223,135,54
sensi,143,99,26
indochines,115,89,14
activ,2522,1516,570
groen,651,425,104
demetr,229,106,66
bmb,104,75,11
memi,311,180,71
verona,177,126,27
saladth,482,293,101
outshin,244,181,22
ther,188,98,63
capac,1564,780,470
instantli,3007,2074,605
cushi,168,133,14
peameal,671,422,108
donburi,394,247,67
spear,990,611,192
borrow,361,189,91
cafeteria,3794,1430,1545
chashu,898,641,102
highest,1812,1345,255
perk,1350,887,190
strongbow,149,98,24
diavolo,363,273,49
sill,138,56,54
platt,155,103,34
cmon,1528,537,646
settebello,434,342,49
cut,44552,23664,12795
selfish,249,181,39
retrospect,473,189,186
dislik,3014,1595,774
wichtig,117,78,23
backp,111,86,16
griechisch,267,194,35
diehard,229,166,18
sert,155,90,16
cob,1489,976,283
trepid,135,86,30
koch,368,186,116
video,3538,2101,755
olivo,154,88,35
nacht,117,65,26
greati,1092,787,125
thunderbird,239,147,55
barman,164,90,37
drive,44048,25415,12547
aoili,180,118,21
sniff,183,116,37
manageri,173,40,110
financ,170,83,54
bonchon,101,64,20
outif,103,56,26
thornhil,232,138,43
soapi,138,26,81
memor,9109,5041,1710
dana,230,178,27
inout,246,142,56
realli,449067,274542,88201
tobacco,282,155,63
serveus,500,207,162
ensu,342,165,121
detail,10665,7267,2048
heremi,307,212,60
rand,265,167,36
dumpl,19712,12392,3143
goi,690,424,147
stair,2616,1412,650
je,6574,4087,1111
tuesday,14673,9566,2640
genauso,159,91,46
reef,101,70,19
glamor,321,206,57
judgment,602,265,210
bogo,887,459,196
overpr,24379,5087,13088
frazzl,442,156,172
sliver,1441,597,592
flakey,792,597,81
inhal,1278,1026,120
cocain,132,92,29
wieder,3580,2259,841
budino,225,179,15
del,2935,1777,708
brook,269,191,48
bobo,126,95,11
jose,1718,1197,294
hervorragend,486,442,16
badit,128,35,41
fastth,196,142,21
walkway,693,364,175
slight,5300,3668,658
tight,4381,2667,794
darber,165,83,52
handi,1105,719,148
nai,501,320,68
loung,9572,6506,1464
vital,191,108,53
swank,200,137,28
kabob,6092,4386,812
unsurprisingli,125,60,30
hostess,31964,11954,14533
cohes,255,123,60
hyster,185,103,58
ribey,9437,6606,1479
sandbar,210,80,80
regist,9454,3377,4430
rotisseri,1662,1127,275
chandler,4144,2881,797
moneyi,200,76,96
granola,1563,1128,201
peu,2186,1339,231
congeal,506,80,347
electron,719,411,184
tenderloin,3942,2884,508
dig,4406,2889,704
jew,128,89,20
statement,1620,696,712
kudo,3445,2505,397
kinh,133,96,19
maiz,259,188,37
frischen,326,244,39
coe,150,111,25
saucer,445,232,138
rao,345,204,79
rehydr,118,55,43
tomahawk,467,372,40
imo,2644,1480,448
meatier,194,135,19
orderi,543,242,198
facebook,1841,1192,459
liketh,289,154,59
wierd,265,106,101
pipe,5408,3869,654
raspberri,6014,4418,597
fori,411,261,86
fbomb,130,53,59
jardin,146,108,19
syrah,190,156,12
diminish,447,172,167
wigwam,175,122,40
nourritur,874,505,163
middleton,300,197,53
zack,323,238,35
tablet,723,375,196
softer,880,578,99
wateri,5890,1438,3042
expir,1471,381,898
timefram,149,64,54
wellfor,165,123,18
yay,3273,2516,283
lalbatro,197,142,35
cubana,146,115,14
unfinish,502,182,210
underestim,310,240,35
placesth,232,154,31
knockout,204,156,12
fehlt,286,132,80
sour,25398,13523,7049
inexplic,335,117,135
premeal,122,88,16
foodon,179,95,53
yoghurt,285,205,41
waxi,106,31,51
doe,2884,1766,672
mme,1706,1015,308
scar,124,50,58
sesam,8535,5737,1327
behold,1244,710,378
suck,16462,4273,9591
brief,1447,898,298
puerto,597,478,73
woodsi,118,89,11
gaststtt,105,62,23
hunni,145,90,26
somm,546,317,105
raja,141,108,15
nanci,364,275,59
citron,152,113,14
particip,1123,667,271
shuttl,649,372,151
ramekin,471,229,158
loui,1707,1123,306
nba,371,215,98
forno,392,271,64
tien,227,149,40
malasada,256,185,28
brought,59490,28902,21607
puff,4192,2844,683
vida,511,329,110
thirst,599,358,127
session,1023,672,165
foolish,213,95,86
mofongo,295,225,36
whole,57228,32400,15267
jiang,149,85,34
konnt,630,290,208
monterey,447,320,67
aufdringlich,110,94,10
dash,1314,700,355
tryw,202,136,28
appl,17464,12473,2242
rear,819,495,173
pricedi,113,83,15
cuban,3864,2690,608
weight,2343,1482,458
pasqual,160,90,42
chilada,146,64,45
rumor,611,431,90
tetsu,298,149,48
proper,5058,2609,1622
lecker,4165,3393,250
lowdown,106,64,22
terriyaki,295,163,65
hayden,212,144,44
onth,488,277,116
stroke,288,165,78
mexicana,339,253,45
yummo,286,269,1
escolar,135,83,31
ancient,335,202,64
geti,130,68,27
oldschool,864,624,78
garnish,4578,2746,978
useless,708,159,427
perimet,241,135,52
vinegrett,113,78,10
puisqu,128,73,10
parmigiana,1302,847,252
stockbridg,127,102,6
spicier,2097,1524,163
etobicok,455,344,50
steamer,547,313,132
segundo,110,75,17
neverend,188,122,33
unica,116,91,14
vinegari,939,535,201
wowth,162,130,17
victorian,265,173,32
flamenco,251,165,43
taught,723,434,204
teapot,411,233,77
anti,261,162,67
stereo,204,126,43
clark,308,194,73
aquarium,524,311,112
trouver,193,136,19
leg,16667,9666,3708
aurora,285,196,56
hussong,118,71,30
yupha,166,135,13
umiya,175,129,36
seriou,6776,3467,2256
bj,1324,773,327
unnecessari,1499,699,493
haunt,1203,854,167
calor,312,198,46
foodthi,473,296,118
fifteen,1606,496,853
stronger,1125,710,159
virtual,1572,637,638
geno,249,141,78
cheesei,303,187,67
ration,443,185,176
adag,101,56,28
creamier,389,271,33
buren,108,66,33
billi,961,650,184
n,25100,16181,5000
intent,2665,1123,1056
yakiniku,126,97,6
aliant,244,120,65
poach,5265,3630,797
ait,104,49,19
platz,964,592,181
estat,600,338,135
pool,10936,6600,2286
prosciutto,5667,4207,643
privileg,614,374,166
junk,1391,713,456
tongu,4994,3543,700
pseudo,253,104,86
mealw,426,283,86
compliment,9210,7458,740
trifl,189,128,24
lou,659,478,86
roug,555,317,120
walkin,823,461,212
verg,495,181,193
cou,689,466,83
preiswert,137,107,11
weve,25108,17524,4818
freez,2376,1099,800
unseren,391,206,112
dairyfre,184,141,14
challeng,5544,3674,806
pricelin,112,25,59
migrain,113,45,46
cours,62780,42291,11066
period,5045,2848,1474
fling,123,59,40
mebut,203,128,36
marin,7982,5727,1021
blindfold,122,58,44
yolk,2438,1508,473
onei,440,246,110
provolon,2203,1508,289
evo,248,165,37
cynthia,135,98,24
gentl,494,371,56
reportedli,115,64,26
sunlight,419,279,55
particularli,11417,6265,2203
mealoveral,167,98,28
rumlichkeiten,121,82,22
liner,120,48,46
varieti,46755,34415,4146
wenn,3456,1969,782
harsh,1452,514,600
miniscul,317,64,174
reallyth,128,40,58
resum,132,65,42
nonfat,124,73,23
cph,128,101,13
repetit,264,124,68
bustl,2519,1867,184
can,13480,6098,5286
cocktail,40719,29028,5464
parmesan,11136,7283,1945
nirvana,479,380,53
provis,161,119,26
note,26873,15359,6379
strung,204,133,44
longtim,490,278,140
guten,849,536,174
choicesi,130,102,9
zimmer,183,94,52
gau,131,65,30
serviceand,185,115,58
centerpiec,229,162,28
fair,21222,12020,4602
locallysourc,112,93,7
caponata,120,87,12
veriti,104,82,11
pole,387,223,95
pope,122,69,34
entic,1662,911,377
sullivan,164,89,36
gamey,801,485,169
bast,248,150,52
raisonn,321,255,11
allem,1269,787,244
harvest,1053,767,163
hurrican,475,350,57
patch,402,206,118
pricedth,115,72,23
dead,6559,2364,2920
salvadoran,143,115,13
fragen,187,80,66
hing,150,81,38
begrt,217,169,29
runni,3857,1599,1438
udipi,118,93,14
inquir,2494,825,1248
edinburgh,4089,3298,293
seek,2556,1398,563
amaya,101,49,24
definatli,197,147,24
cm,450,255,106
pastrami,5705,3858,880
dairi,2876,1851,629
hardcor,440,290,64
mandalay,2513,1455,512
toy,1086,641,258
ocd,130,76,34
dampen,229,103,65
disconcert,178,73,59
loooooov,101,81,3
unnerv,114,43,38
weiss,314,218,41
bush,302,142,114
voil,125,85,22
cromwel,120,81,17
diva,138,73,33
strongest,257,163,40
froid,236,111,69
majorli,244,85,101
goodfella,118,97,12
gust,127,67,41
gebud,123,89,17
und,43636,27400,8741
potti,114,58,43
perplex,442,132,193
lawyer,201,109,69
russia,127,92,22
prospect,357,176,114
profiterol,456,331,42
outlet,3122,1944,448
timer,2216,1611,324
bruncher,110,73,14
award,2889,1830,608
hokey,117,74,22
nono,391,120,163
timeshar,121,57,44
teil,354,147,110
ambassador,130,98,17
zenith,113,74,23
sitzen,639,433,87
checklist,160,96,36
glorifi,594,167,269
success,5116,3268,1075
refil,32774,14007,11999
nearli,13228,5631,5006
rural,316,204,73
provenc,165,109,28
channa,349,258,48
dept,324,83,191
placeth,1708,1081,353
iter,216,134,37
pancetta,1440,995,197
itif,491,319,104
snake,653,429,92
albuquerqu,144,93,34
parc,517,333,93
reviewth,362,194,88
stir,5010,2831,1143
sucht,151,97,30
cockroach,1070,43,937
proceed,5920,1375,3840
nelson,232,184,27
tuna,33008,21909,5556
poori,170,77,67
fantast,64548,56764,2865
burp,246,130,70
eatabl,249,33,158
chum,126,68,25
exam,230,147,35
xx,309,157,103
dimens,439,328,46
risen,164,87,39
babyback,129,73,39
succeed,1190,531,418
eitherth,383,111,158
disastr,243,70,134
brandon,648,540,71
woodlot,116,76,9
overs,954,535,213
noisi,5820,3314,1140
houri,149,87,37
dessertsth,133,95,12
expo,201,103,65
cumbersom,125,60,30
azteca,292,178,59
montreal,13863,10756,1444
sneez,402,117,214
dazu,1447,861,298
night,190227,117176,40815
ceas,318,225,67
macadamia,787,600,70
rollsth,192,115,42
stlaurent,129,82,16
satellit,134,76,31
schick,101,61,19
rescu,763,409,247
speakeasi,632,460,71
yo,1892,1278,387
explor,3703,2784,331
parl,148,88,39
lantern,333,228,36
nine,1866,1136,425
bind,178,89,42
spong,807,407,224
rapini,540,371,61
host,14350,7550,4656
kaiser,401,256,60
amen,782,461,156
work,123817,70901,33298
pod,344,187,93
fullon,192,129,24
laura,454,344,65
alex,1392,1085,181
etcw,116,71,19
smallman,127,91,22
restroom,6814,3215,2466
asada,13560,9474,2288
overtli,230,117,59
collect,3143,1766,851
facilit,132,82,30
heartbroken,130,78,32
outlin,174,96,41
gag,725,156,454
ohand,119,80,24
religion,197,110,58
jamun,489,342,61
nascar,294,152,77
floss,120,60,33
elseth,332,166,92
realis,454,234,122
myself,11249,6627,2769
malfunct,129,39,54
anem,151,23,91
contact,6073,1523,3781
bekommen,730,350,234
guin,1826,1138,330
cape,144,96,25
spend,24454,11418,8769
instagram,954,665,138
inde,4682,2830,964
unobtrus,378,322,13
quart,224,138,50
jointi,101,61,23
hahah,174,125,18
jeden,996,814,78
tint,306,162,89
nail,2816,1845,685
nashvil,262,187,44
dolmad,339,248,39
ont,730,468,99
current,6307,3863,1464
promin,610,367,118
mindth,110,65,20
entranc,8057,4528,1877
tnt,143,91,19
familia,123,87,19
philli,7666,5018,1447
crude,165,52,80
univers,3245,2046,611
after,11027,5264,3959
omar,217,151,47
vaughn,110,81,13
hogtown,186,115,40
gown,258,151,64
negra,167,114,22
shown,1818,852,651
ramp,465,278,96
notsogreat,153,66,36
walgreen,252,144,60
tricolor,171,106,32
embellish,142,93,23
ba,453,265,63
itno,104,38,55
choc,429,301,50
rearrang,299,145,101
blanco,998,660,169
tantrum,125,44,63
mornay,132,100,14
hubert,457,289,69
chuckl,438,207,156
charact,3362,2217,524
hereif,231,138,61
sandi,515,319,117
pralin,339,272,19
cornerston,182,104,36
kibbeh,183,152,13
typiqu,187,130,13
erst,1264,565,431
sashimi,18654,12299,3211
ohio,2953,2195,435
macht,781,433,192
school,14042,8777,2984
academi,107,68,25
shoulder,3212,1807,943
esta,146,88,46
clutter,602,276,194
answer,14438,6314,6189
bull,1739,887,474
wurd,2976,1328,1022
chitchat,282,131,109
mediumwel,542,198,209
pu,418,256,98
kabuto,339,273,30
munich,217,165,16
blanc,1153,866,123
vraiment,1830,1257,269
recognit,570,334,165
granddaught,335,177,111
whataburg,308,179,77
surrend,197,115,44
verbal,579,135,352
death,1921,962,668
payer,150,47,67
ralli,329,185,83
mimosa,7717,5749,878
audio,230,109,74
accomod,1974,1423,250
wiz,379,221,102
leau,118,53,38
spumoni,239,154,41
spin,2873,2035,349
candlelit,223,182,14
bp,269,156,61
ownermanag,658,292,290
earshot,165,43,96
layer,8245,5339,1556
context,358,196,84
ohso,560,415,65
avocado,21625,14481,3617
carrier,169,76,52
chocol,56752,41794,6110
openair,139,102,13
cassoulet,348,240,46
purchas,9560,4950,3135
banger,894,618,122
medrar,373,202,102
jordan,483,364,75
usd,196,111,51
metaphor,132,69,38
departur,537,368,84
southpark,365,232,69
qualm,605,416,68
pup,487,388,52
crepe,23208,16450,2943
strike,3175,1136,1516
cori,129,101,21
eur,908,457,294
nauseou,426,59,306
garcia,374,204,109
flamingo,1636,958,396
pabst,126,85,16
rosi,340,248,56
vegen,142,120,13
creation,2817,2305,228
okayi,243,67,78
nuong,629,422,95
lustr,122,59,34
galor,855,648,83
gettin,167,109,27
brett,167,137,17
sinigang,288,176,51
manger,2185,1026,860
maker,1671,896,486
exit,2284,1097,807
restauranta,126,73,29
ring,18127,9713,4747
hectic,1042,675,157
behemoth,177,128,19
papadum,217,139,32
misheard,130,48,48
era,807,537,137
unterschiedlich,121,72,21
sloppili,307,47,214
peoria,637,425,136
corndog,176,113,30
chocolatey,671,497,68
massproduc,131,56,43
opt,16407,10574,2391
yum,25382,22046,1037
metropolitan,291,217,38
towni,375,278,38
genuss,139,108,18
sole,3444,1850,886
scare,3410,2247,704
venison,1097,844,108
optim,434,294,63
tampa,112,83,15
allergi,5235,3119,1481
trickl,329,145,117
seedi,427,241,95
pdq,161,135,9
hand,59489,34517,16090
burnt,12311,3262,6809
obstruct,110,43,40
honesti,1209,577,384
jane,845,514,184
annual,822,611,109
landlock,116,80,12
crab,54379,34725,10142
marley,168,125,27
arent,955,483,276
marti,212,150,36
sopa,246,187,32
poof,113,61,34
brownish,182,53,98
tinga,620,452,87
dgustat,118,97,5
vip,2941,1652,810
barth,504,301,111
laid,6873,5176,729
christma,6324,4068,1369
henc,3482,1790,842
flavorless,6653,655,4806
paella,3142,1999,600
envis,393,203,95
ms,944,583,227
rc,214,123,47
daher,503,273,122
weapon,168,88,56
chorizo,9143,6717,1085
jahr,482,278,119
ersten,689,383,195
youd,217,110,77
crayon,604,341,153
charg,44520,11890,24501
hoppi,523,360,55
resolv,1224,456,598
smile,22384,14744,4805
besoin,134,95,15
bisquit,108,61,20
goo,694,328,254
eleph,880,497,195
glossi,129,61,32
um,4853,2110,1770
liberti,1581,1022,288
coz,706,343,233
atmosphereth,338,233,35
gloss,104,49,32
cravin,117,79,15
hoursi,112,62,28
baingan,104,76,14
gracia,165,137,15
bb,960,563,223
mutton,464,308,77
gonna,8000,4450,2233
beig,205,85,76
vo,142,111,6
prepaid,193,51,112
refer,4227,2319,1212
prefrozen,108,24,61
wartezeiten,239,130,63
abound,444,284,75
jaburrito,131,101,16
nicebut,110,31,57
lax,287,143,89
zh,128,22,73
masculin,115,80,11
tempt,3867,2693,529
gasp,429,252,84
os,367,222,89
hydrat,288,194,41
portionen,763,509,118
cafeteriastyl,184,106,35
goood,417,380,12
oddest,108,39,37
dual,156,100,28
buco,457,328,62
postino,1672,1296,207
charl,381,289,55
agenc,119,70,32
tepanyaki,115,70,24
blow,7783,4366,1522
flem,172,110,38
sope,565,439,62
who,7765,4089,2548
frher,298,122,109
samei,134,52,48
isol,521,178,224
wallpap,485,278,123
firefli,1316,1025,139
jackfruit,388,304,28
wartezeit,434,234,127
cambodian,378,287,37
gimlet,227,182,21
werd,535,278,178
embarass,262,83,144
raison,204,119,43
rebrand,191,80,59
groov,424,260,68
downward,162,30,96
molto,119,93,5
fogo,753,478,150
whitney,151,108,26
pumpkin,5954,4571,526
waldo,150,98,39
mmmm,1937,1678,91
kickoff,101,53,31
forese,220,114,70
chickpea,1754,1248,215
dishw,130,81,26
sleepi,447,293,73
zombi,518,235,187
ingredientsth,150,104,22
headquart,152,66,72
nile,167,125,29
suspect,3052,1327,1010
tepid,314,37,207
show,53772,28429,16992
scrap,802,265,406
ttc,252,169,37
anythingi,125,41,60
heap,2191,1454,398
timber,161,92,42
kara,165,133,15
meif,126,79,28
minutesth,290,148,76
unwash,109,15,82
cookedth,160,81,48
him,9344,4137,3812
ach,1183,323,655
togeth,28827,15980,8071
concert,3168,1886,734
kiku,113,59,34
woodwork,146,112,11
scrub,450,206,161
deshalb,267,158,55
libat,583,460,37
backbut,149,56,41
pilot,200,143,25
szechwan,265,181,35
up,54212,27391,17529
occasion,4766,3060,742
lulu,591,384,138
scientist,125,67,44
macayo,759,345,270
pungent,673,396,164
biergarten,570,376,89
freshmi,118,78,17
discard,285,101,122
angerichtet,310,203,47
serrano,1455,1092,182
oddli,2087,891,623
allen,612,382,113
blame,4196,1211,2264
costco,1667,520,792
moisten,135,54,45
cain,126,85,22
viand,633,417,81
knowi,230,125,66
terri,409,329,61
julienn,162,105,23
soju,982,776,68
nonmeat,308,216,42
minutesi,263,126,97
tend,11380,7523,1573
undergrad,213,123,38
warten,750,304,276
grit,7835,5695,968
aloo,875,620,138
duper,458,311,53
vike,160,119,15
produkt,114,80,26
battista,130,70,39
grail,225,181,17
vig,869,609,154
sympathet,197,49,121
chest,494,244,153
organ,11062,7527,1847
vivr,152,118,13
soundtrack,344,245,37
banquis,365,244,47
ourselv,2899,1497,967
mildew,114,9,80
gestellt,104,41,36
critter,128,52,52
quibbl,346,269,24
neglig,255,57,136
gross,13489,2483,9043
problemth,139,70,37
canteen,292,137,88
crevett,188,129,33
flavorfuli,117,78,16
mixolog,227,193,18
loli,406,268,58
sahn,106,48,35
cayenn,425,278,77
unprepar,197,53,107
therethey,174,95,45
cd,301,193,49
shark,886,561,164
encount,4318,2280,1447
minutesw,145,59,63
spotless,1047,908,54
return,75931,37210,27436
mgr,686,180,443
reevalu,242,49,137
chateaubriand,183,154,18
ladl,394,182,131
thought,89141,45089,25228
rail,1852,1223,314
effortless,127,109,7
alleg,126,36,75
goodour,268,185,37
gladli,2941,2021,569
stell,140,77,39
alaska,523,370,82
outbut,111,53,30
nacho,20055,11431,4733
quicklyth,230,147,31
ontario,1106,789,130
christian,457,346,66
offens,1490,415,802
falaf,152,100,28
self,5921,3299,1571
nauseat,307,54,208
bleed,370,117,186
donn,409,256,61
yang,524,320,101
bene,488,336,73
thread,325,199,84
fcking,175,73,83
stake,638,361,181
jede,381,239,83
meist,294,185,45
i,163606,95760,38582
account,3625,1477,1610
homer,165,127,18
